Date,RO1_Feed_pH,RO1_Feed_EC_µscms,RO1_Feed_TDS_mgl,RO1_Feed_TSS_mgl,RO1_Feed_Turbidity_NTU,RO1_Feed_COD_mgl,RO1_Feed_NH3N_mgl,RO1_Feed_Zinc_mgl,RO1_Feed_Total_Hardness,RO1_Feed_Ca_Hardness,RO1_Feed_Total_Alkalinity,RO1_Feed_PO4_mgl,RO1_Feed_TFe_mgl,RO1_Feed_SDI,RO1_P_PH,RO1_P_COND_µscms,RO1_P_TDS_mgl,RO1_P_COD_mgl,RO1_P_Total_Hardnes,RO1_P_Ca_Hardness,RO1_P_NH3N_mgl,RO1_R_PH,RO1_R_COND_µscms,RO1_R_TSS,RO1_R_TDS_mgl,RO1_R_Total_Hardnes,RO1_R_Ca_Hardness,RO1_R_Total_Alkalinity,RO1_R_COD_mgl,RO_1_FEED_PRESSURE,RO_1_Rej_PRESSURE,RO1_Feed_FLOW_m3hr,RO1_Permeate_FLOW_KL,RO1_REJECT_FLOW_KL,Recovery_%,Salt_Passage_%,Salt_Rejection_%,DeltaP_bar,TCF,Norm_Permeate_Flow,NSP_%,Diagnosis,hour,day,weekday,month,sin_yr,cos_yr,TDS_roll_3,Permeate_roll_3,TDS_roll_6,Permeate_roll_6,TDS_lag_1,Permeate_lag_1,Recovery_lag_1,TDS_lag_3,Permeate_lag_3,Recovery_lag_3,TDS_x_Hardness,Recovery_next,Recovery_pred_cv,residual
15-12-2023,7.9,10810,7090,104.5,0.3,798,103.6,,2000,1300,,,,4.414598275,7.36,330,150,8,,,6.16,7.2,8140,425,6290,,,,760,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,15,4,12,-0.275912945,0.961182629,7090,2.7,7090,2.7,,,,,,,14180000,51.92307692,,
16-12-2023,7.8,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.421663096,7.195,297,150,8,,,6.16,7.5,8510,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,16,5,12,-0.259338266,0.965786552,7090,2.7,7090,2.7,7090,2.7,51.92307692,,,,14180000,51.92307692,,
17-12-2023,7.7,10810,7090,104.5,0.7,798,103.6,,2000,1300,,,,4.428727917,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,17,6,12,-0.242686845,0.970104683,7090,2.7,7090,2.7,7090,2.7,51.92307692,,,,14180000,51.92307692,,
18-12-2023,7.65,10810,7090,104.5,0.5,450,103.6,,2000,1300,,,,4.432260327,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,18,0,12,-0.225963608,0.974135744,7090,2.7,7090,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,14180000,51.92307692,,
19-12-2023,7.8,10810,7090,104.5,0.8,798,103.6,,2000,1300,,,,3.75,7.195,297,150,8,,,8.68,6.855,15125,10,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,19,1,12,-0.209173506,0.977878543,7090,2.7,7090,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,14180000,51.92307692,,
20-12-2023,7.5,10810,3710,104.5,0.5,656,50.4,0.411,760,590,,46.13,,4.47399674,7.195,297,150,8,,,6.16,6.855,15125,20,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,4.043126685,95.95687332,1.5,1,2.7,4.043126685,Normal,0,20,2,12,-0.192321505,0.981331972,5963.333333,2.7,6526.666667,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,2819600,51.92307692,,
21-12-2023,7.51,10810,3250,104.5,0.4,640,75.6,0.236,660,440,,27.84,,4.477528135,7.195,297,150,8,,,6.16,6.855,15125,10,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,4.615384615,95.38461538,1.5,1,2.7,4.615384615,Normal,0,21,3,12,-0.175412594,0.984495009,4683.333333,2.7,5886.666667,2.7,3710,2.7,51.92307692,7090,2.7,51.92307692,2145000,51.92307692,,
22-12-2023,7.74,10810,3370,104.5,0.8,592,56,0.3411,450,260,,36.41,,4.460173514,7.3,213,100,24,,,9.52,7.34,9360,20,7300,,,,1080,23,21.5,5.2,2.7,2.2,51.92307692,2.96735905,97.03264095,1.5,1,2.7,2.96735905,Normal,0,22,4,12,-0.158451775,0.987366718,3443.333333,2.7,5266.666667,2.7,3250,2.7,51.92307692,7090,2.7,51.92307692,1516500,51.92307692,,
23-12-2023,7.76,10810,3280,104.5,0.9,448,78.4,0.3861,520,390,,40.84,,4.4595897,7.76,270,140,8,,,6.16,7.51,7970,20,10750,,,,560,23,21.5,5.2,2.7,2.2,51.92307692,4.268292683,95.73170732,1.5,1,2.7,4.268292683,Normal,0,23,5,12,-0.141444068,0.989946249,3300,2.7,4631.666667,2.7,3370,2.7,51.92307692,3710,2.7,51.92307692,1705600,51.92307692,,
24-12-2023,7.735,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.42625523,7.195,297,150,8,,,6.16,6.855,15125,10,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,24,6,12,-0.124394505,0.992232839,4580,2.7,4631.666667,2.7,3280,2.7,51.92307692,3250,2.7,51.92307692,14180000,51.92307692,,
25-12-2023,7.71,10810,4056,104.5,0.5,624,84,0.363,680,440,,36.11,,4.455972996,7.5,250,172,4,,,10.08,7.5,6140,5,4700,,,,800,23,21.5,5.2,2.7,2.2,51.92307692,4.240631164,95.75936884,1.5,1,2.7,4.240631164,Normal,0,25,0,12,-0.107308132,0.994225812,4808.666667,2.7,4126,2.7,7090,2.7,51.92307692,3370,2.7,51.92307692,2758080,51.92307692,,
26-12-2023,7.71,10810,3440,104.5,0.7,520,103.6,0.432,620,400,,37.21,,4.461648066,7.1,170,80,8,,,8.4,6.64,8540,10,5780,,,,1160,23,21.5,5.2,2.7,2.2,51.92307692,2.325581395,97.6744186,1.5,1,2.7,2.325581395,Normal,0,26,1,12,-0.090190004,0.995924577,4862,2.7,4081,2.7,4056,2.7,51.92307692,3280,2.7,51.92307692,2132800,51.92307692,,
27-12-2023,7.74,10810,3300,104.5,0.8,600,55,0.2687,700,460,,37.6,,4.460818409,6.84,165,150,8,,,6.16,6.78,14130,10,10750,,,,1680,23,21.5,5.2,2.7,2.2,51.92307692,4.545454545,95.45454545,1.5,1,2.7,4.545454545,Normal,0,27,2,12,-0.073045188,0.997328632,3598.666667,2.7,4089.333333,2.7,3440,2.7,51.92307692,7090,2.7,51.92307692,2310000,51.92307692,,
28-12-2023,7.7,10810,7090,104.5,0.82,560,53.2,0.2681,700,420,,30.42,,4.428727917,7.195,297,150,8,,,6.16,6.855,15125,10,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,28,3,12,-0.055878757,0.998437562,4610,2.7,4709.333333,2.7,3300,2.7,51.92307692,4056,2.7,51.92307692,4963000,51.92307692,,
29-12-2023,7.82,10810,7090,104.5,0.67,798,103.6,,1000,500,,,,4.420250132,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,29,4,12,-0.03869579,0.999251037,5826.666667,2.7,5344.333333,2.7,7090,2.7,51.92307692,3440,2.7,51.92307692,7090000,51.92307692,,
30-12-2023,7.793333333,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.422134084,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,30,5,12,-0.021501373,0.999768819,7090,2.7,5344.333333,2.7,7090,2.7,51.92307692,3300,2.7,51.92307692,14180000,51.92307692,,
01-01-2024,7.74,10810,4200,104.5,0.6,320,84,0.1976,950,500,,36.9,,3.9,7,200,90,12,,,6.22,7,11930,10,9900,,,,960,23,21.5,5.2,2.7,2.2,51.92307692,2.142857143,97.85714286,1.5,1,2.7,2.142857143,Normal,0,1,0,1,0.017201575,0.999852042,6126.666667,2.7,5368.333333,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,3990000,51.92307692,,
02-01-2024,7.96,10810,4370,104.5,0.6,480,103.6,0.1866,2000,1300,,40.3,,4.435418133,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,3.432494279,96.56750572,1.5,1,2.7,3.432494279,Normal,0,2,1,1,0.034398061,0.999408212,5220,2.7,5523.333333,2.7,4200,2.7,51.92307692,7090,2.7,51.92307692,8740000,51.92307692,,
03-01-2024,8,10810,3640,104.5,0.8,448,70,0.2113,900,500,,37.6,,4.439317531,7,196,60,8,,,6.16,7.01,9830,10,7560,,,,960,23,21.5,5.2,2.7,2.2,51.92307692,1.648351648,98.35164835,1.5,1,2.7,1.648351648,Normal,0,3,2,1,0.051584367,0.99866864,4070,2.7,5580,2.7,4370,2.7,51.92307692,7090,2.7,51.92307692,3276000,51.92307692,,
04-01-2024,7.82,10810,7090,104.5,0.46,512,103.6,0.1902,2000,1300,,39.4,,3.7,7.48,207,150,8,,,6.16,6.9,9350,5,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,4,3,1,0.068755408,0.997633547,5033.333333,2.7,5580,2.7,3640,2.7,51.92307692,4200,2.7,51.92307692,14180000,51.92307692,,
05-01-2024,7.53,10810,7090,104.5,0.5,336,103.6,0.2119,1000,700,,37.3,,4.440738112,7.21,211,150,4,,,6.16,6.93,10680,425,10750,,,,680,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,5,4,1,0.085906104,0.996303238,5940,2.7,5580,2.7,7090,2.7,51.92307692,4370,2.7,51.92307692,7090000,51.92307692,,
06-01-2024,7.5,10810,7090,104.5,0.8,512,103.6,0.1871,2000,1300,,44.6,,4.3,7.2,209,150,8,,,6.16,6.94,10690,10,7420,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,6,5,1,0.103031379,0.994678106,7090,2.7,5580,2.7,7090,2.7,51.92307692,3640,2.7,51.92307692,14180000,51.92307692,,
07-01-2024,7.5,10810,4740,104.5,0.8,752,75.6,0.2311,900,600,,33.66,,4.464507581,7.6,200,135,8,,,6.16,7.1,11040,5,9310,,,,640,23,21.5,5.2,2.7,2.2,51.92307692,2.848101266,97.15189873,1.5,1,2.7,2.848101266,Normal,0,7,6,1,0.120126165,0.992758634,6306.666667,2.7,5670,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,4266000,51.92307692,,
08-01-2024,7.62,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.434379773,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,8,0,1,0.137185404,0.990545388,6306.666667,2.7,6123.333333,2.7,4740,2.7,51.92307692,7090,2.7,51.92307692,14180000,51.92307692,,
09-01-2024,7.74,10810,7090,104.5,0.5,528,103.6,0.221,1300,850,,29.85,,4,7,210,150,8,,,6.72,7.01,11650,10,8040,,,,880,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,9,1,1,0.154204048,0.988039023,6306.666667,2.7,6698.333333,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,9217000,51.92307692,,
10-01-2024,7.713333333,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.427785941,7.47,230,150,8,,,7.39,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,10,2,1,0.17117706,0.985240283,7090,2.7,6698.333333,2.7,7090,2.7,51.92307692,4740,2.7,51.92307692,14180000,51.92307692,,
11-01-2024,7.686666667,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.429669893,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,11,3,1,0.188099418,0.982149993,7090,2.7,6698.333333,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,14180000,51.92307692,,
12-01-2024,7.66,10810,4920,104.5,0.4,519,70,,2000,1300,,,,3.8,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,3.048780488,96.95121951,1.5,1,2.7,3.048780488,Normal,0,12,4,1,0.204966114,0.97876907,6366.666667,2.7,6336.666667,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,9840000,51.92307692,,
13-01-2024,7.745,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.425548747,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,13,5,1,0.221772158,0.975098513,6366.666667,2.7,6728.333333,2.7,4920,2.7,51.92307692,7090,2.7,51.92307692,14180000,51.92307692,,
14-01-2024,7.83,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,3,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,14,6,1,0.238512575,0.971139409,6366.666667,2.7,6728.333333,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,14180000,51.92307692,,
15-01-2024,7.915,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.413538552,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,15,0,1,0.255182413,0.966892929,7090,2.7,6728.333333,2.7,7090,2.7,51.92307692,4920,2.7,51.92307692,14180000,51.92307692,,
16-01-2024,8,10810,7090,104.5,0.62,672,72.8,0.216,1000,650,,30.42,,4.1,7,280,170,4,,,7.5,6.82,14600,62,9950,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.3977433,97.6022567,1.5,1,2.7,2.3977433,Normal,0,16,1,1,0.271776738,0.96236033,7090,2.7,6728.333333,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,7090000,51.92307692,,
17-01-2024,7.77,10810,4850,104.5,0.61,624,103.6,,2000,1300,,,,4.44441916,7.22,250,150,8,,,6.16,6.9,13900,425,9950,,,,1840,23,21.5,5.2,2.7,2.2,51.92307692,3.092783505,96.90721649,1.5,1,2.7,3.092783505,Normal,0,17,2,1,0.288290641,0.957542953,6343.333333,2.7,6355,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,9700000,51.92307692,,
18-01-2024,7.56,10810,7090,104.5,0.94,640,75.04,0.2411,900,600,,30.2,,4.2,7.22,250,150,8,,,6.16,6.54,12090,425,10750,,,,1160,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,18,3,1,0.304719233,0.952442223,6343.333333,2.7,6716.666667,2.7,4850,2.7,51.92307692,7090,2.7,51.92307692,6381000,51.92307692,,
19-01-2024,7.62,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.434379773,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,19,4,1,0.321057654,0.947059651,6343.333333,2.7,6716.666667,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,14180000,51.92307692,,
20-01-2024,7.68,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.430140881,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,20,5,1,0.337301069,0.941396829,7090,2.7,6716.666667,2.7,7090,2.7,51.92307692,4850,2.7,51.92307692,14180000,51.92307692,,
21-01-2024,7.74,10810,5020,104.5,2.5,1024,74.2,0.201,910,600,,29.1,,3.6,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.988047809,97.01195219,1.5,1,2.7,2.988047809,Normal,0,21,6,1,0.353444671,0.935455432,6400,2.7,6371.666667,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,4568200,51.92307692,,
22-01-2024,7.43,10810,7090,104.5,2.4,880,103.6,0.196,980,640,,33.6,,4.447802933,7.14,309,180,4,,,7.75,6.05,12730,52,8960,,,,1280,23,21.5,5.2,2.7,2.2,51.92307692,2.538787024,97.46121298,1.5,1,2.7,2.538787024,Normal,0,22,0,1,0.369483683,0.929237218,6400,2.7,6371.666667,2.7,5020,2.7,51.92307692,7090,2.7,51.92307692,6948200,51.92307692,,
23-01-2024,7.66,10810,7090,104.5,1.8,848,61.6,0.246,1000,620,,30.1,,3.8,6.95,279,150,8,,,6.16,6.46,14780,30,9860,,,,1480,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,23,1,1,0.385413359,0.922744029,6400,2.7,6745,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,7090000,51.92307692,,
24-01-2024,7.66,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.431553845,6.75,314,150,8,,,6.16,6.59,13300,425,10750,,,,1600,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,24,2,1,0.401228985,0.915977784,7090,2.7,6745,2.7,7090,2.7,51.92307692,5020,2.7,51.92307692,14180000,51.92307692,,
25-01-2024,7.6,10810,5380,104.5,2,784,103.6,,2000,1300,,,,4.5,6.75,314,150,8,,,6.16,6.56,13570,76,11840,,,,1680,23,21.5,5.2,2.7,2.2,51.92307692,2.788104089,97.21189591,1.5,1,2.7,2.788104089,Normal,0,25,3,1,0.416925881,0.908940487,6520,2.7,6460,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,10760000,51.92307692,,
26-01-2024,7.625,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.434026532,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,26,4,1,0.432499402,0.90163422,6520,2.7,6460,2.7,5380,2.7,51.92307692,7090,2.7,51.92307692,14180000,51.92307692,,
27-01-2024,7.65,10810,5210,104.5,2.08,768,103.6,,2000,1300,,,,3.9,7.19,436,150,16,,,8.96,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.879078695,97.12092131,1.5,1,2.7,2.879078695,Normal,0,27,5,1,0.447944939,0.894061145,5893.333333,2.7,6491.666667,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,10420000,51.92307692,,
28-01-2024,7.785,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.422722819,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,28,6,1,0.463257923,0.886223503,6463.333333,2.7,6491.666667,2.7,5210,2.7,51.92307692,5380,2.7,51.92307692,14180000,51.92307692,,
29-01-2024,7.92,10810,4530,104.5,0.9,880,103.6,,2000,1300,,,,3.6,7.62,213,150,4,,,6.16,6.3,12400,425,9260,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,3.311258278,96.68874172,1.5,1,2.7,3.311258278,Normal,0,29,0,1,0.47843382,0.878123613,5610,2.7,6065,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,9060000,51.92307692,,
30-01-2024,7.99,10810,4093.3,104.5,0.98,720,103.6,,2000,1300,,,,4.435847862,6.57,206,150,4,,,6.16,6.78,12530,156,10750,,,,1600,23,21.5,5.2,2.7,2.2,51.92307692,3.664524955,96.33547504,1.5,1,2.7,3.664524955,Normal,0,30,1,1,0.493468142,0.869763872,5237.766667,2.7,5565.55,2.7,4530,2.7,51.92307692,5210,2.7,51.92307692,8186600,51.92307692,,
31-01-2024,7.79,10810,4280,104.5,0.8,800,103.6,,2000,1300,,,,4.448257478,7.195,297,150,8,,,6.16,6.25,16110,425,13770,,,,2000,23,21.5,5.2,2.7,2.2,51.92307692,3.504672897,96.4953271,1.5,1,2.7,3.504672897,Normal,0,31,2,1,0.508356438,0.861146754,4301.1,2.7,5382.216667,2.7,4093.3,2.7,51.92307692,7090,2.7,51.92307692,8560000,51.92307692,,
01-02-2024,7.47,10810,4210,104.5,0.98,640,103.6,,2000,1300,,,,4.471509799,7,308,140,8,,,8.73,7.42,11150,289,7870,,,,1360,23,21.5,5.2,2.7,2.2,51.92307692,3.325415677,96.67458432,1.5,1,2.7,3.325415677,Normal,0,1,3,2,0.523094303,0.852274809,4194.433333,2.7,4902.216667,2.7,4280,2.7,51.92307692,4530,2.7,51.92307692,8420000,51.92307692,,
02-02-2024,7.8,10810,7090,104.5,0.9,624,103.6,,2000,1300,,,,4.421663096,7.1,214,150,12,,,6.16,6.76,12640,425,10750,,,,1200,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,2,4,2,0.537677377,0.843150662,5193.333333,2.7,5215.55,2.7,4210,2.7,51.92307692,4093.3,2.7,51.92307692,14180000,51.92307692,,
03-02-2024,7.9,10810,7090,104.5,0.98,560,103.6,,2000,1300,,,,4.414598275,7.59,220,150,8,,,9.18,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,3,5,2,0.552101343,0.833777013,6130,2.7,5215.55,2.7,7090,2.7,51.92307692,4280,2.7,51.92307692,14180000,51.92307692,,
04-02-2024,7.85,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.418130686,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,4,6,2,0.566361933,0.824156636,7090,2.7,5642.216667,2.7,7090,2.7,51.92307692,4210,2.7,51.92307692,14180000,51.92307692,,
05-02-2024,7.8,10810,4850,104.5,0.86,600,78.4,,850,400,,,,4.442299714,7,230,115,4,,,6.16,6.57,11670,23,7960,,,,1480,23,21.5,5.2,2.7,2.2,51.92307692,2.371134021,97.62886598,1.5,1,2.7,2.371134021,Normal,0,5,0,2,0.580454928,0.814292378,6343.333333,2.7,5768.333333,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,4122500,51.92307692,,
06-02-2024,7.585,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,2.9,7.4,219,100,8,,,9.63,7.21,15360,20,8920,,,,2200,23,21.5,5.2,2.7,2.2,51.92307692,1.410437236,98.58956276,1.5,1,2.7,1.410437236,Normal,0,6,1,2,0.594376157,0.804187158,6343.333333,2.7,6236.666667,2.7,4850,2.7,51.92307692,7090,2.7,51.92307692,14180000,51.92307692,,
07-02-2024,7.37,10810,7090,104.5,0.98,880,92.4,,2000,1300,,,,4.452041825,7.15,237,130,4,,,6.16,6.52,10580,425,9150,,,,1800,23,21.5,5.2,2.7,2.2,51.92307692,1.833568406,98.16643159,1.5,1,2.7,1.833568406,Normal,0,7,2,2,0.6081215,0.793843965,6343.333333,2.7,6716.666667,2.7,7090,2.7,51.92307692,7090,2.7,51.92307692,14180000,51.92307692,,
08-02-2024,7.6,10810,5100,104.5,0.98,880,103.6,,2000,1300,,,,4.454126161,7.26,240,150,8,,,8.96,5.98,13090,425,11620,,,,1960,23,21.5,5.2,2.7,2.2,51.92307692,2.941176471,97.05882353,1.5,1,2.7,2.941176471,Normal,0,8,3,2,0.62168689,0.783265862,6426.666667,2.7,6385,2.7,7090,2.7,51.92307692,4850,2.7,51.92307692,10200000,51.92307692,,
09-02-2024,7.66,10810,5226,6,0.98,1240,91,,2000,1300,,,,4.448726459,7.3,290,150,4,,,6.16,6.16,11000,89,5100,,,,1880,23,21.5,5.2,2.7,2.2,51.92307692,2.870264064,97.12973594,1.5,1,2.7,2.870264064,Normal,0,9,4,2,0.635068313,0.772455978,5805.333333,2.7,6074.333333,2.7,5100,2.7,51.92307692,7090,2.7,51.92307692,10452000,51.92307692,,
10-02-2024,7.68,10810,5210,104.5,0.82,798,89.6,,2000,1300,,,,4.447460899,6.62,371,160,8,,,10.08,5.85,13200,54,9020,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,3.071017274,96.92898273,1.5,1,2.7,3.071017274,Normal,0,10,5,2,0.64826181,0.761417511,5178.666667,2.7,5761,2.7,5226,2.7,51.92307692,7090,2.7,51.92307692,10420000,51.92307692,,
11-02-2024,7.78,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.42307606,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,11,6,2,0.661263475,0.750153729,5842,2.7,6134.333333,2.7,5210,2.7,51.92307692,5100,2.7,51.92307692,14180000,51.92307692,,
12-02-2024,7.88,10810,5330,104.5,0.91,1040,103.6,0.206,700,350,,30.4,,4.432225725,7.5,265,150,16,,,10.08,6.6,14230,223,11180,,,,1960,23,21.5,5.2,2.7,2.2,51.92307692,2.814258912,97.18574109,1.5,1,2.7,2.814258912,Normal,0,12,0,2,0.674069462,0.738667964,5876.666667,2.7,5841,2.7,7090,2.7,51.92307692,5226,2.7,51.92307692,3731000,51.92307692,,
13-02-2024,7.88,10810,5560,104.5,0.84,760,103.6,0.176,1000,750,,27.6,,4.430106786,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.697841727,97.30215827,1.5,1,2.7,2.697841727,Normal,0,13,1,2,0.68667598,0.726963615,5993.333333,2.7,5586,2.7,5330,2.7,51.92307692,5210,2.7,51.92307692,5560000,51.92307692,,
14-02-2024,7.88,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.416011239,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,14,2,2,0.699079301,0.715044147,5993.333333,2.7,5917.666667,2.7,5560,2.7,51.92307692,7090,2.7,51.92307692,14180000,51.92307692,,
15-02-2024,7.88,10810,7090,104.5,0.93,800,81.2,,2000,1300,,,,4.416011239,7.7,350,150,8,,,6.16,6.64,16370,425,10750,,,,1400,23,21.5,5.2,2.7,2.2,51.92307692,2.115655853,97.88434415,1.5,1,2.7,2.115655853,Normal,0,15,3,2,0.711275752,0.702913085,6580,2.7,6228.333333,2.7,7090,2.7,51.92307692,5330,2.7,51.92307692,14180000,51.92307692,,
