Date,RO1_Feed_pH,RO1_Feed_EC_µscms,RO1_Feed_TDS_mgl,RO1_Feed_TSS_mgl,RO1_Feed_Turbidity_NTU,RO1_Feed_COD_mgl,RO1_Feed_NH3N_mgl,RO1_Feed_Zinc_mgl,RO1_Feed_Total_Hardness,RO1_Feed_Ca_Hardness,RO1_Feed_Total_Alkalinity,RO1_Feed_PO4_mgl,RO1_Feed_TFe_mgl,RO1_Feed_SDI,RO1_P_PH,RO1_P_COND_µscms,RO1_P_TDS_mgl,RO1_P_COD_mgl,RO1_P_Total_Hardnes,RO1_P_Ca_Hardness,RO1_P_NH3N_mgl,RO1_R_PH,RO1_R_COND_µscms,RO1_R_TSS,RO1_R_TDS_mgl,RO1_R_Total_Hardnes,RO1_R_Ca_Hardness,RO1_R_Total_Alkalinity,RO1_R_COD_mgl,RO_1_FEED_PRESSURE,RO_1_Rej_PRESSURE,RO1_Feed_FLOW_m3hr,RO1_Permeate_FLOW_KL,RO1_REJECT_FLOW_KL,Recovery_%,Salt_Passage_%,Salt_Rejection_%,DeltaP_bar,TCF,Norm_Permeate_Flow,NSP_%,Diagnosis,hour,day,weekday,month,sin_yr,cos_yr,TDS_roll_3,Permeate_roll_3,TDS_roll_6,Permeate_roll_6,TDS_lag_1,Permeate_lag_1,Recovery_lag_1,TDS_lag_3,Permeate_lag_3,Recovery_lag_3,TDS_x_Hardness,Recovery_next,Recovery_pred_cv,residual
10-11-2024,7.86,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.417424204,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,21,19,5.5,2.5,3,45.45454545,2.115655853,97.88434415,2,1,2.5,2.115655853,Normal,0,10,6,11,-0.760720091,0.649080074,6425,2.533333333,6366.166667,2.533333333,6085,2.6,46.42857143,5735,2.5,45.45454545,14180000,45.45454545,47.91199223,-2.457446777
11-11-2024,7.86,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.417424204,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,21,19,5.5,2.5,3,45.45454545,2.115655853,97.88434415,2,1,2.5,2.115655853,Normal,0,11,0,11,-0.749442337,0.662069622,6755,2.533333333,6528.666667,2.533333333,7090,2.5,45.45454545,6100,2.5,45.45454545,14180000,43.39622642,48.20551572,-4.809289305
12-11-2024,7.86,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.417424204,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.3,2.3,3,43.39622642,2.115655853,97.88434415,2,1,2.3,2.115655853,Normal,0,12,1,11,-0.73794281,0.674863252,7090,2.433333333,6531.666667,2.483333333,7090,2.5,45.45454545,6085,2.6,46.42857143,14180000,44.44444444,48.21929488,-3.774850435
13-11-2024,7.86,10810,7090,104.5,0.98,592,103.6,,2000,1300,,33.2,,4.417424204,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21,5.4,2.4,3,44.44444444,2.115655853,97.88434415,2,1,2.4,2.115655853,Normal,0,13,2,11,-0.726224915,0.687457179,7090,2.4,6757.5,2.466666667,7090,2.3,43.39622642,7090,2.5,45.45454545,14180000,45.28301887,48.2749984,-2.991979533
14-11-2024,7.86,10400,7090,98,0.98,798,89.6,,1600,1100,,36.3,2.011,4.414847738,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,20,18,5.3,2.4,2.9,45.28301887,2.115655853,97.88434415,2,1,2.4,2.115655853,Normal,0,14,3,11,-0.714292117,0.699847677,7090,2.366666667,6922.5,2.45,7090,2.4,44.44444444,7090,2.5,45.45454545,11344000,47.16981132,49.40685306,-2.237041738
15-11-2024,7.95,9840,6395,100,0.98,672,95.2,,2000,1300,,,,4.411373203,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,20,18,5.3,2.5,2.8,47.16981132,2.345582486,97.65441751,2,1,2.5,2.345582486,Normal,0,15,4,11,-0.702147949,0.712031079,6858.333333,2.433333333,6974.166667,2.433333333,7090,2.4,45.28301887,7090,2.3,43.39622642,12790000,49.09090909,49.51690394,-0.425994845
16-11-2024,8.13,9130,5960,112,0.98,688,109.2,,1400,900,,43,1.801,4.398202398,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,20,19,5.5,2.7,2.8,49.09090909,2.516778523,97.48322148,1,1,2.7,2.516778523,Normal,0,16,5,11,-0.689796005,0.724003779,6481.666667,2.533333333,6785.833333,2.466666667,6395,2.5,47.16981132,7090,2.4,44.44444444,8344000,47.16981132,49.14206012,-1.972248796
17-11-2024,7.915,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.413538552,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,20,18,5.3,2.5,2.8,47.16981132,2.115655853,97.88434415,2,1,2.5,2.115655853,Normal,0,17,6,11,-0.677239938,0.735762235,6481.666667,2.566666667,6785.833333,2.466666667,5960,2.7,49.09090909,7090,2.4,45.28301887,14180000,48.14814815,49.11026457,-0.962116425
18-11-2024,7.7,9300,6100,88,0.98,800,103.6,,1000,600,,40.3,3.024,4.9,6,360,185,8,,,7.6,5.43,10260,460,6800,3000,2000,200,1200,20,18,5.4,2.6,2.8,48.14814815,3.032786885,96.96721311,2,1,2.6,3.032786885,Normal,0,18,0,11,-0.664483466,0.747302967,6383.333333,2.6,6620.833333,2.516666667,7090,2.5,47.16981132,6395,2.5,47.16981132,6100000,47.27272727,49.12130739,-1.84858012
19-11-2024,7.64,9940,6500,95,0.9,768,117.6,,2000,1300,,,,4.432935212,6.13,442,150,8,,,6.16,6.7,10980,425,10750,3100,2100,200,1400,22,20,5.5,2.6,2.9,47.27272727,2.307692308,97.69230769,2,1,2.6,2.307692308,Normal,0,19,1,11,-0.651530362,0.75862256,6563.333333,2.566666667,6522.5,2.55,6100,2.6,48.14814815,5960,2.7,49.09090909,13000000,43.39622642,48.01419534,-4.617968921
20-11-2024,7.66,10440,6795,74,0.98,816,103.6,,1200,700,,33.1,1.231,4.431946511,6.78,297,160,8,,,5.6,7.52,11560,524,7514,3600,2400,300,1560,22,20,5.3,2.3,3,43.39622642,2.354672553,97.64532745,2,1,2.3,2.354672553,Normal,0,20,2,11,-0.638384459,0.769717664,6465,2.5,6473.333333,2.533333333,6500,2.6,47.27272727,7090,2.5,47.16981132,8154000,40,48.14836419,-8.148364185
21-11-2024,7.38,10500,7020,98,0.98,960,112,,2000,1300,,,,4.450032178,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21,5,2,3,40,2.136752137,97.86324786,2,1,2,2.136752137,Flow Decline - Fouling/Compaction,0,21,3,11,-0.625049649,0.780584997,6771.666667,2.3,6577.5,2.45,6795,2.3,43.39622642,6100,2.6,48.14814815,14040000,38.7755102,50.03877199,-11.26326179
22-11-2024,7.44,8960,6000,110,0.98,928,112,,2000,1300,,,,4.44551286,6.5,150,80,24,,,6.16,6.83,12890,834,8890,3700,2500,400,1520,23,21,4.9,1.9,3,38.7755102,1.333333333,98.66666667,2,1,1.9,1.333333333,Flow Decline - Fouling/Compaction,0,22,4,11,-0.611529876,0.791221341,6605,2.066666667,6584.166667,2.316666667,7020,2,40,6500,2.6,47.27272727,12000000,45.45454545,50.25220352,-4.797658063
23-11-2024,6.96,10370,6740,114,1.4,1040,100.8,,1300,1000,240,27,0.85,5,5.83,163,100,8,18,10,6.16,6.33,15150,840,10300,3700,2500,300,1400,23,21,5.5,2.5,3,45.45454545,1.483679525,98.51632047,2,1,2.5,1.483679525,Normal,0,23,5,11,-0.597829141,0.801623551,6586.666667,2.133333333,6525.833333,2.316666667,6000,1.9,38.7755102,6795,2.3,43.39622642,8762000,44.44444444,48.3318502,-3.887405756
24-11-2024,7.055,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.47429601,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21,5.4,2.4,3,44.44444444,2.115655853,97.88434415,2,1,2.4,2.115655853,Normal,0,24,6,11,-0.5839515,0.811788547,6610,2.266666667,6690.833333,2.283333333,6740,2.5,45.45454545,7020,2,40,14180000,44.23076923,48.86297788,-4.632208648
25-11-2024,7.15,9770,6400,116,0.98,976,103.6,,1360,800,,24.1,2.412,4.46740582,6.8,240,150,8,,,4.48,6.43,15300,425,10750,,,,1400,22,20,5.2,2.3,2.9,44.23076923,2.34375,97.65625,2,1,2.3,2.34375,Normal,0,25,0,11,-0.569901058,0.821713323,6743.333333,2.4,6674.166667,2.233333333,7090,2.4,44.44444444,6000,1.9,38.7755102,8704000,43.39622642,50.04340302,-6.647176606
26-11-2024,7.31,7360,4930,98,0.98,800,70,,2000,1300,,,,5.2,6.68,123,150,8,,,6.16,5.42,8620,620,5800,2400,1600,200,2000,22,20,5.3,2.3,3,43.39622642,3.042596349,96.95740365,2,1,2.3,3.042596349,Normal,0,26,1,11,-0.555681972,0.83139494,6140,2.333333333,6363.333333,2.233333333,6400,2.3,44.23076923,6740,2.5,45.45454545,9860000,43.39622642,49.06863999,-5.67241357
27-11-2024,7.15,8210,7090,70,0.98,928,103.6,0.2748,1250,1000,220,31.8,1.261,4.451245867,6.55,135,150,20,,,6.16,6.61,11900,425,10750,,,,1400,23,21,5.3,2.3,3,43.39622642,2.115655853,97.88434415,2,1,2.3,2.115655853,Normal,0,27,2,11,-0.541298452,0.840830533,6140,2.3,6375,2.283333333,4930,2.3,43.39622642,7090,2.4,44.44444444,8862500,43.39622642,49.0564988,-5.660272384
28-11-2024,7.21,8940,5900,89,0.98,800,103.6,,1750,1450,400,,,5.2,6.92,119,80,8,,12,6,6.6,12050,740,8195,2800,1900,300,1920,23,21,5.3,2.3,3,43.39622642,1.355932203,98.6440678,2,1,2.3,1.355932203,Normal,0,28,3,11,-0.526754753,0.850017312,5973.333333,2.3,6358.333333,2.35,7090,2.3,43.39622642,6400,2.3,44.23076923,10325000,44.44444444,48.7928554,-4.348410952
29-11-2024,7.25,8660,5660,97,0.98,704,103.6,0.1844,2000,1300,,,0.24,4.460183144,6.04,134,150,24,,,6.16,5.75,12450,425,10750,,,,1360,23,21,5.4,2.4,3,44.44444444,2.650176678,97.34982332,2,1,2.4,2.650176678,Normal,0,29,4,11,-0.512055178,0.858952557,6216.666667,2.333333333,6178.333333,2.333333333,5900,2.3,43.39622642,4930,2.3,43.39622642,11320000,43.39622642,48.88107575,-5.48484933
30-11-2024,7.31,9170,7090,116,0.98,720,103.6,,2000,1300,,19.25,,4.445974854,6.25,150,150,8,,,6.16,5.35,13610,425,10750,,,,1400,23,21,5.3,2.3,3,43.39622642,2.115655853,97.88434415,2,1,2.3,2.115655853,Normal,0,30,5,11,-0.497204078,0.867633623,6216.666667,2.333333333,6178.333333,2.316666667,5660,2.4,44.44444444,7090,2.3,43.39622642,14180000,44.44444444,49.03261095,-4.58816651
01-12-2024,7.26,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.459813128,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,24,22,5.4,2.4,3,44.44444444,2.115655853,97.88434415,2,1,2.4,2.115655853,Normal,0,1,6,12,-0.482205848,0.876057943,6613.333333,2.366666667,6293.333333,2.333333333,7090,2.3,43.39622642,5900,2.3,43.39622642,14180000,47.27272727,48.50008678,-1.227359511
02-12-2024,7.21,10050,6950,118,0.98,928,86.5,0.0362,2300,2000,,41.6,0.788,5,7,174,150,4,,,6.16,6.55,16260,425,10750,3000,2000,320,1520,20,19,5.5,2.6,2.9,47.27272727,2.158273381,97.84172662,1,1,2.6,2.158273381,Normal,0,2,0,12,-0.467064925,0.884223024,7043.333333,2.433333333,6630,2.383333333,7090,2.4,44.44444444,5660,2.4,44.44444444,15985000,47.27272727,47.26002414,0.012703136
03-12-2024,7.23,10210,9050,110,0.98,960,103.6,,2000,1300,,,,4.440105096,6.55,145,150,20,20,10,5.6,5.96,17890,425,10750,,,,1600,22,20,5.5,2.6,2.9,47.27272727,1.657458564,98.34254144,2,1,2.6,1.657458564,Normal,0,3,1,12,-0.45178579,0.892126448,7696.666667,2.533333333,6956.666667,2.433333333,6950,2.6,47.27272727,7090,2.3,43.39622642,18100000,46.42857143,48.2276668,-1.799095369
04-12-2024,7.46,9200,7150,153,0.98,832,70,,2000,1300,,,,4.435013379,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,22,20,5.6,2.6,3,46.42857143,2.097902098,97.9020979,2,1,2.6,2.097902098,Normal,0,4,2,12,-0.436372964,0.899765879,7716.666667,2.6,7165,2.483333333,9050,2.6,47.27272727,7090,2.4,44.44444444,14300000,46.42857143,48.12211613,-1.693544701
05-12-2024,7,9470,6165,110,0.98,848,84,0.2811,2100,2500,1700,46.8,0.432,4.478282835,6.14,216,130,8,,,12.6,6.2,17430,425,12025,3100,2200,280,1400,22,20,5.6,2.6,3,46.42857143,2.108678021,97.89132198,2,1,2.6,2.108678021,Normal,0,5,3,12,-0.420831009,0.907139053,7455,2.6,7249.166667,2.516666667,7150,2.6,46.42857143,6950,2.6,47.27272727,12946500,47.27272727,47.49835576,-0.225628489
06-12-2024,7.19,10290,7455,106,0.98,896,103.6,,2000,1300,,,,5.1,6.8,240,150,8,40,20,6.16,6.74,15170,600,11910,,,,1400,22,20,5.5,2.6,2.9,47.27272727,2.012072435,97.98792757,2,1,2.6,2.012072435,Normal,0,6,4,12,-0.405164522,0.914243791,6923.333333,2.6,7310,2.566666667,6165,2.6,46.42857143,9050,2.6,47.27272727,14910000,49.09090909,48.09339499,0.997514105
07-12-2024,7.29,10120,7090,104.5,0.98,848,103.6,,2000,1300,,26,0.624,4.453357678,7.195,297,150,8,,,6.16,6.88,15000,425,10750,,,,1400,22,20,5.5,2.7,2.8,49.09090909,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,7,5,12,-0.389378142,0.92107799,6903.333333,2.633333333,7310,2.616666667,7455,2.6,47.27272727,7150,2.6,46.42857143,14180000,45.45454545,48.48828089,-3.033735437
08-12-2024,7.425,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.448156174,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,22,20,5.5,2.5,3,45.45454545,2.115655853,97.88434415,2,1,2.5,2.115655853,Normal,0,8,6,12,-0.373476537,0.927639626,7211.666667,2.6,7333.333333,2.6,7090,2.7,49.09090909,6165,2.6,46.42857143,14180000,45.28301887,48.08334008,-2.800321207
09-12-2024,7.56,10050,6532,110,0.98,896,81.2,0.3025,2000,1300,,,0.448,4.8,6,250,145,8,,,3.36,7.11,14870,425,10750,2900,1800,310,1600,22,20,5.3,2.4,2.9,45.28301887,2.219840784,97.78015922,2,1,2.4,2.219840784,Normal,0,9,0,12,-0.357464416,0.933926759,6904,2.533333333,6913.666667,2.566666667,7090,2.5,45.45454545,7455,2.6,47.27272727,13064000,47.27272727,48.87909426,-1.606366984
10-12-2024,7.4,9840,6795,109,0.98,640,103.6,,2000,1700,800,11,,4.446544607,7.42,190,100,24,72,40,5.6,7.11,12200,432,9190,,,,1200,22,20,5.5,2.6,2.9,47.27272727,1.471670346,98.52832965,2,1,2.6,1.471670346,Normal,0,10,1,12,-0.341346514,0.939937528,6805.666667,2.5,6854.5,2.566666667,6532,2.4,45.28301887,7090,2.7,49.09090909,13590000,47.27272727,48.08478764,-0.812060367
11-12-2024,7.43,10810,7090,104.5,0.98,798,103.6,0.2664,2000,1100,500,,0.684,4.447802933,7.195,297,150,8,,,6.16,7.03,13690,425,10750,2800,1800,280,1400,22,20,5.5,2.6,2.9,47.27272727,2.115655853,97.88434415,2,1,2.6,2.115655853,Normal,0,11,2,12,-0.325127603,0.945670155,6805.666667,2.533333333,7008.666667,2.566666667,6795,2.6,47.27272727,7090,2.5,45.45454545,14180000,46.42857143,48.43727402,-2.008702591
12-12-2024,7.46,9280,5740,106,0.98,928,95.2,,2000,1300,,24.6,,4.448506117,7.4,280,150,8,,,5.9,7.48,12050,850,6590,,,,1280,23,21,5.6,2.6,3,46.42857143,2.613240418,97.38675958,2,1,2.6,2.613240418,Normal,0,12,3,12,-0.308812481,0.951122942,6541.666667,2.6,6722.833333,2.566666667,7090,2.6,47.27272727,6532,2.4,45.28301887,11480000,46.2962963,48.50040105,-2.204104756
13-12-2024,7.56,9580,6580,96,0.98,944,103.6,,2000,1300,,,,5.1,7.6,193,110,8,,,6.16,6.9,12260,740,8330,3300,1700,270,1400,23,21,5.4,2.5,2.9,46.2962963,1.671732523,98.32826748,2,1,2.5,1.671732523,Normal,0,13,4,12,-0.292405977,0.956294277,6470,2.566666667,6637.833333,2.533333333,5740,2.6,46.42857143,6795,2.6,47.27272727,13160000,46.42857143,48.16269793,-1.734126501
14-12-2024,7.5,9590,7090,121,0.98,800,78.4,,2100,1200,680,32.2,0.548,4.435191001,7.48,231,150,0,,,6.75,7.23,15500,425,10750,,,,1000,23,21,5.6,2.6,3,46.42857143,2.115655853,97.88434415,2,1,2.6,2.115655853,Normal,0,14,5,12,-0.275912945,0.961182629,6470,2.566666667,6637.833333,2.55,6580,2.5,46.2962963,7090,2.6,47.27272727,14889000,46.2962963,48.03501616,-1.738719862
15-12-2024,7.46,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.7,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,23,21,5.4,2.5,2.9,46.2962963,2.115655853,97.88434415,2,1,2.5,2.115655853,Normal,0,15,6,12,-0.259338266,0.965786552,6920,2.533333333,6730.833333,2.566666667,7090,2.6,46.42857143,5740,2.6,46.42857143,14180000,44.44444444,48.10706152,-3.662617079
16-12-2024,7.42,9150,5960,100,0.98,832,103.6,0.3232,3400,1300,640,14.9,0.752,4.448488307,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,22,20,5.4,2.4,3,44.44444444,2.516778523,97.48322148,2,1,2.4,2.516778523,Normal,0,16,0,12,-0.242686845,0.970104683,6713.333333,2.5,6591.666667,2.533333333,7090,2.5,46.2962963,6580,2.5,46.2962963,20264000,44.44444444,48.06951485,-3.625070407
17-12-2024,7.33,8390,5535,160,0.98,912,89.6,,2000,1300,,,,4.453986187,6.8,220,130,12,60,30,5.6,7.36,10630,425,10750,2400,1400,320,1392,22,20,5.4,2.4,3,44.44444444,2.348690154,97.65130985,2,1,2.4,2.348690154,Normal,0,17,1,12,-0.225963608,0.974135744,6195,2.433333333,6332.5,2.5,5960,2.4,44.44444444,7090,2.6,46.42857143,11070000,44.44444444,48.17953159,-3.735087148
18-12-2024,7.48,8900,5960,126,0.98,912,103.6,,2000,1300,,,,5.2,5.6,145,150,8,,,5,7.31,11050,906,10750,,,,1200,22,20,5.4,2.4,3,44.44444444,2.516778523,97.48322148,2,1,2.4,2.516778523,Normal,0,18,2,12,-0.209173506,0.977878543,5818.333333,2.4,6369.166667,2.466666667,5535,2.4,44.44444444,7090,2.5,46.2962963,11920000,44.44444444,48.32371348,-3.879269031
19-12-2024,7.48,9180,6055,110,0.98,880,75.6,0.175,1700,1320,700,,3.8,4.443562723,6.4,141.9,150,8,50,20,6.16,6.72,13800,442,10750,,,,1440,24,22,5.4,2.4,3,44.44444444,2.477291495,97.52270851,2,1,2.4,2.477291495,Normal,0,19,3,12,-0.192321505,0.981331972,5850,2.4,6281.666667,2.45,5960,2.4,44.44444444,5960,2.4,44.44444444,10293500,44.44444444,48.77351488,-4.329070431
20-12-2024,7.42,7960,5330,111.5,0.98,912,103.6,,2000,1300,,,,5.4,5.96,162,95,8,,,4.5,6.96,14200,425,9795,2600,1500,300,1400,24,22,5.4,2.4,3,44.44444444,1.782363977,98.21763602,2,1,2.4,1.782363977,Normal,0,20,4,12,-0.175412594,0.984495009,5781.666667,2.4,5988.333333,2.416666667,6055,2.4,44.44444444,5535,2.4,44.44444444,10660000,44.44444444,48.41305919,-3.968614742
21-12-2024,7.4,9360,7090,104.5,0.98,736,74.5,,1500,1200,600,,,4.440810488,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,22,20,5.4,2.4,3,44.44444444,2.115655853,97.88434415,2,1,2.4,2.115655853,Normal,0,21,5,12,-0.158451775,0.987366718,6158.333333,2.4,5988.333333,2.4,5330,2.4,44.44444444,5960,2.4,44.44444444,10635000,48.27586207,48.49267767,-0.216815596
22-12-2024,7.645,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.432613568,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,20,18,5.8,2.8,3,48.27586207,2.115655853,97.88434415,2,1,2.8,2.115655853,Normal,0,22,6,12,-0.141444068,0.989946249,6503.333333,2.533333333,6176.666667,2.466666667,7090,2.4,44.44444444,6055,2.4,44.44444444,14180000,46.42857143,49.12133952,-2.692768092
23-12-2024,7.89,9920,7090,98,0.98,848,103.6,0.2425,1000,850,500,,3.3,4.409711941,6.8,210,150,12,60,30,6.16,7.2,16200,540,10750,,,,2120,20,18,5.6,2.6,3,46.42857143,2.115655853,97.88434415,2,1,2.6,2.115655853,Normal,0,23,0,12,-0.124394505,0.992232839,7090,2.6,6435.833333,2.5,7090,2.8,48.27586207,5330,2.4,44.44444444,7090000,45.45454545,48.66027528,-3.205729829
24-12-2024,7.8,9980,5905,109.5,0.98,704,103.6,,2000,1300,,31.1,,5.1,7.42,355,195,8,,,5.4,7.17,15630,425,10780,3000,2400,240,3600,23,21,5.5,2.5,3,45.45454545,3.302286198,96.6977138,2,1,2.5,3.302286198,Normal,0,24,1,12,-0.107308132,0.994225812,6695,2.633333333,6426.666667,2.516666667,7090,2.6,46.42857143,7090,2.4,44.44444444,11810000,46.42857143,48.06824325,-1.639671824
25-12-2024,7.74,10220,6805,191,0.98,816,60,0.4402,980,750,450,34.6,2.48,4.424820032,7.75,210,140,24,50,40,4.5,7.15,15010,398,10355,,,,1400,22,20,5.6,2.6,3,46.42857143,2.057310801,97.9426892,2,1,2.6,2.057310801,Normal,0,25,2,12,-0.090190004,0.995924577,6600,2.566666667,6551.666667,2.55,5905,2.5,45.45454545,7090,2.8,48.27586207,6668900,48.27586207,48.41674365,-0.140881577
26-12-2024,7.79,10320,6705,133,0.98,768,103.6,,2000,1300,,,,5.3,6.4,220,120,8,,,6.16,6.88,16120,902,11100,2900,2100,250,1200,22,20,5.8,2.8,3,48.27586207,1.789709172,98.21029083,2,1,2.8,1.789709172,Normal,0,26,3,12,-0.073045188,0.997328632,6471.666667,2.633333333,6780.833333,2.616666667,6805,2.6,46.42857143,7090,2.6,46.42857143,13410000,47.36842105,48.71604291,-1.34762186
27-12-2024,7.5,10780,7110,96,0.98,912,68,0.452,1200,840,480,,,4.442484781,7.48,195,125,8,70,30,5.8,7.17,13920,425,9600,,,,1640,22,20,5.7,2.7,3,47.36842105,1.758087201,98.2419128,2,1,2.7,1.758087201,Normal,0,27,4,12,-0.055878757,0.998437562,6873.333333,2.7,6784.166667,2.666666667,6705,2.8,48.27586207,5905,2.5,45.45454545,8532000,47.36842105,48.6584444,-1.290023347
28-12-2024,7.643333333,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.432731315,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,22,20,5.7,2.7,3,47.36842105,2.115655853,97.88434415,2,1,2.7,2.115655853,Normal,0,28,5,12,-0.03869579,0.999251037,6968.333333,2.733333333,6784.166667,2.65,7110,2.7,47.36842105,6805,2.6,46.42857143,14180000,45.45454545,48.7900669,-3.335521445
29-12-2024,7.786666667,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,5.4,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,22,20,5.5,2.5,3,45.45454545,2.115655853,97.88434415,2,1,2.5,2.115655853,Normal,0,29,6,12,-0.021501373,0.999768819,7096.666667,2.633333333,6784.166667,2.633333333,7090,2.7,47.36842105,6705,2.8,48.27586207,14180000,46.42857143,48.5804849,-2.151913472
30-12-2024,7.93,10730,7080,113,0.98,1040,71,,2000,1300,,,,4.412068232,6.92,195,105,16,40,20,6.16,5.41,13950,316,11095,3100,2200,340,1360,22,20,5.6,2.6,3,46.42857143,1.483050847,98.51694915,2,1,2.6,1.483050847,Normal,0,30,0,12,-0.004300593,0.999990752,7086.666667,2.6,6980,2.65,7090,2.5,45.45454545,7110,2.7,47.36842105,14160000,44.44444444,48.81135865,-4.366914201
31-12-2024,7.7,11420,7090,106,0.98,1328,103.6,0.6112,2000,1300,,39.7,,4.432561195,7.6,219,150,12,,,5.6,6.43,16380,452,10750,,,,1248,22,20,5.4,2.4,3,44.44444444,2.115655853,97.88434415,2,1,2.4,2.115655853,Normal,0,31,1,12,0.01290146,0.999916773,7086.666667,2.5,7027.5,2.616666667,7080,2.6,46.42857143,7090,2.7,47.36842105,14180000,44.44444444,48.96419622,-4.519751779
01-01-2025,7.6,11570,7865,110,0.98,1040,103.6,0.836,1500,800,400,43.8,1,4.433428724,6.9,280,150,8,,,6.16,7.01,13780,600,9645,,,,1400,22,20,5.4,2.4,3,44.44444444,1.907183725,98.09281627,2,1,2.4,1.907183725,Normal,0,1,2,1,0.017201575,0.999852042,7345,2.466666667,7220.833333,2.55,7090,2.4,44.44444444,7090,2.5,45.45454545,11797500,43.39622642,48.74438913,-5.348162711
02-01-2025,7.95,11100,7960,111,0.98,1120,100.8,0.896,2000,1300,,,3.76,5,7.37,224,130,8,,,6.16,7.42,15290,438,11250,,,,1400,23,21,5.3,2.3,3,43.39622642,1.633165829,98.36683417,2,1,2.3,1.633165829,Normal,0,2,3,1,0.034398061,0.999408212,7638.333333,2.366666667,7362.5,2.483333333,7865,2.4,44.44444444,7080,2.6,46.42857143,15920000,43.39622642,48.96960918,-5.573382768
03-01-2025,7.91,10720,8010,112,0.98,1104,103.6,0.7,2000,1300,,,,4.404850474,6.9,250,150,8,,,6.16,7.27,14580,425,10750,,,,1400,23,21,5.3,2.3,3,43.39622642,1.872659176,98.12734082,2,1,2.3,1.872659176,Normal,0,3,4,1,0.051584367,0.99866864,7945,2.333333333,7515.833333,2.416666667,7960,2.3,43.39622642,7090,2.4,44.44444444,16020000,42.30769231,49.46079321,-7.153100901
04-01-2025,7.79,10070,8070,96,0.98,1040,103.6,,1000,500,450,,,4.408690851,7.7,200,150,8,20,10,6.16,7.4,15110,336,10750,2400,1400,300,1400,24,22,5.2,2.2,3,42.30769231,1.858736059,98.14126394,2,1,2.2,1.858736059,Normal,0,4,5,1,0.068755408,0.997633547,8013.333333,2.266666667,7679.166667,2.366666667,8010,2.3,43.39622642,7865,2.4,44.44444444,8070000,46.42857143,50.35054645,-3.921975018
05-01-2025,7.81,10810,7090,104.5,0.98,798,103.6,,2000,1300,,,,4.420956614,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,21,19,5.6,2.6,3,46.42857143,2.115655853,97.88434415,2,1,2.6,2.115655853,Normal,0,5,6,1,0.085906104,0.996303238,7723.333333,2.366666667,7680.833333,2.366666667,8070,2.2,42.30769231,7960,2.3,43.39622642,14180000,44.44444444,49.40077834,-4.956333899
06-01-2025,7.83,10810,7090,104.5,0.98,798,103.6,0.6438,2000,1300,,46.4,4.5,5.1,7.195,297,150,8,,,6.16,6.855,15125,425,10750,,,,1400,22,20,5.4,2.4,3,44.44444444,2.115655853,97.88434415,2,1,2.4,2.115655853,Normal,0,6,0,1,0.103031379,0.994678106,7416.666667,2.4,7680.833333,2.366666667,7090,2.6,46.42857143,8010,2.3,43.39622642,14180000,45.45454545,48.77974883,-3.32520338
