Date,RO1_Feed_pH,RO1_Feed_EC_µscms,RO1_Feed_TDS_mgl,RO1_Feed_TSS_mgl,RO1_Feed_Turbidity_NTU,RO1_Feed_COD_mgl,RO1_Feed_NH3N_mgl,RO1_Feed_Zinc_mgl,RO1_Feed_Total_Hardness,RO1_Feed_Ca_Hardness,RO1_Feed_Total_Alkalinity,RO1_Feed_PO4_mgl,RO1_Feed_TFe_mgl,RO1_Feed_SDI,RO1_P_PH,RO1_P_COND_µscms,RO1_P_TDS_mgl,RO1_P_COD_mgl,RO1_P_Total_Hardnes,RO1_P_Ca_Hardness,RO1_P_NH3N_mgl,RO1_R_PH,RO1_R_COND_µscms,RO1_R_TSS,RO1_R_TDS_mgl,RO1_R_Total_Hardnes,RO1_R_Ca_Hardness,RO1_R_Total_Alkalinity,RO1_R_COD_mgl,RO_1_FEED_PRESSURE,RO_1_Rej_PRESSURE,RO1_Feed_FLOW_m3hr,RO1_Permeate_FLOW_KL,RO1_REJECT_FLOW_KL,Recovery_%,Salt_Passage_%,Salt_Rejection_%,DeltaP_bar,TCF,Norm_Permeate_Flow,NSP_%,Diagnosis,hour,day,weekday,month,sin_yr,cos_yr,TDS_roll_3,Permeate_roll_3,TDS_roll_6,Permeate_roll_6,TDS_lag_1,Permeate_lag_1,Recovery_lag_1,TDS_lag_3,Permeate_lag_3,Recovery_lag_3,TDS_x_Hardness,Recovery_next,Recovery_pred_cv,residual,anomaly_flag_thr,anomaly_flag_iso,anomaly_score_iso,high_priority_combined,priority
2024-04-02,8.12,10810,7090.0,104.5,0.98,880.0,103.6,,2000,1300,,,,4.3990556697498,7.8,479.0,150.0,8,,,6.16,6.98,13200,425.0,10750,,,,8,23.0,21.5,5.0,3.2,2.5,64.0,2.115655853314527,97.88434414668548,1.5,1,3.2,2.115655853314527,Normal,0,2,1,4,0.9995786855478958,-0.0290250133219752,6946.666666666667,2.966666666666667,6778.333333333333,2.966666666666667,6660.0,2.7,49.09090909090909,7090.0,2.8,50.0,14180000.0,46.93877551020407,57.43752069081005,-10.498745180605988,1,0,0.010981922569465952,0,medium
2024-04-03,8.02,10810,6634.782608695653,104.5,0.98,640.0,103.6,,2000,1300,,,,4.410314306211951,7.83,484.0,85.0,8,,,6.16,5.5,12600,426.0,10680,,,,1680,20.0,18.0,4.9,2.3,3.4,46.93877551020407,1.281127129750983,98.71887287024902,2.0,1,2.3,1.281127129750983,Normal,0,3,2,4,0.9989315138848576,-0.0462150469837085,6794.927536231884,2.733333333333333,6942.463768115943,2.833333333333333,7090.0,3.2,64.0,7090.0,3.0,52.63157894736842,13269565.21739131,40.0,51.77522022554295,-11.775220225542943,1,1,-0.015055133074681759,1,high
2024-04-04,7.92,10810,6460.869565217392,104.5,0.98,320.0,103.6,,2000,1300,,,,4.418981348801057,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,18.0,16.5,5.0,2.0,3.6,40.0,2.321668909825033,97.67833109017496,1.5,1,2.0,2.321668909825033,Flow Decline - Fouling/Compaction,0,4,3,4,0.9979887423155984,-0.0633914048695101,6728.550724637681,2.5,6837.608695652175,2.666666666666667,6634.782608695653,2.3,46.93877551020407,6660.0,2.7,49.09090909090909,12921739.13043478,52.08333333333334,51.95838339453031,0.1249499388030344,0,0,0.33548542278878574,0,low
2024-04-05,7.89,10810,7090.0,104.5,0.98,1000.0,103.6,,2000,1300,,,,4.415304757406132,7.79,327.0,150.0,8,,,8.6,6.97,11600,425.0,10750,,,,1400,20.0,19.0,4.8,2.5,3.5,52.08333333333334,2.115655853314527,97.88434414668548,1.0,1,2.5,2.115655853314527,Normal,0,5,4,4,0.9967506498213928,-0.0805490042187419,6728.550724637681,2.266666666666666,6837.608695652175,2.616666666666667,6460.869565217392,2.0,40.0,7090.0,3.2,64.0,14180000.0,65.3061224489796,51.81323637422192,13.49288607475767,1,1,-0.10730303390939055,1,high
2024-04-06,8.02,10810,6043.478260869566,104.5,0.98,720.0,103.6,,2000,1300,,,,4.41576186056642,7.22,389.0,150.0,8,,,6.16,6.99,11000,668.0,8020,,,,1400,19.0,18.0,4.9,3.2,2.6,65.3061224489796,2.482014388489208,97.5179856115108,1.0,1,3.2,2.482014388489208,Normal,0,6,5,4,0.9952176027737294,-0.0976827678217159,6531.44927536232,2.566666666666667,6663.188405797101,2.65,7090.0,2.5,52.08333333333334,6634.782608695653,2.3,46.93877551020407,12086956.52173913,62.5,57.10764082408809,5.392359175911913,1,0,0.028949493877546417,0,medium
2024-04-07,8.115,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.399408910785807,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,20.0,19.0,4.8,3.0,2.6,62.5,2.115655853314527,97.88434414668548,1.0,1,3.0,2.115655853314527,Normal,0,7,6,4,0.9933900548258936,-0.1147876255221272,6741.159420289856,2.9,6734.855072463768,2.7,6043.478260869566,3.2,65.3061224489796,6460.869565217392,2.0,40.0,14180000.0,28.0,51.67932961701578,-23.67932961701578,1,1,-0.13269249134906957,1,high
2024-04-08,8.21,10810,6434.782608695653,104.5,0.98,798.0,103.6,,2000,1300,,,,4.398733701992983,7.77,327.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,22.0,20.5,5.0,1.4,3.0,28.0,2.331081081081081,97.66891891891892,1.5,1,1.4,2.331081081081081,Flow Decline - Fouling/Compaction,0,8,0,4,0.9912685467787256,-0.1318585157173912,6522.753623188407,2.533333333333334,6625.652173913044,2.4,7090.0,3.0,62.5,7090.0,2.5,52.08333333333334,12869565.21739131,22.44897959183674,52.66752942706264,-30.2185498352259,1,1,-0.1571514301455229,1,high
2024-04-09,8.143333333333334,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.397407211581767,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,22.0,20.0,4.9,1.1,3.0,22.44897959183674,2.115655853314527,97.88434414668548,2.0,1,1.1,2.115655853314527,Flow Decline - Fouling/Compaction,0,9,1,4,0.9888537064205885,-0.1488903868564546,6871.594202898551,1.833333333333333,6701.521739130435,2.2,6434.782608695653,1.4,28.0,6043.478260869566,3.2,65.3061224489796,14180000.0,35.81081081081081,51.61474915260909,-15.803938341798286,1,1,-0.0795375174886862,1,high
2024-04-10,8.076666666666666,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.402117092061863,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,22.66666666666667,21.0,4.933333333333334,1.766666666666667,2.933333333333333,35.81081081081081,2.115655853314527,97.88434414668548,1.666666666666668,1,1.766666666666667,2.115655853314527,Flow Decline - Fouling/Compaction,0,10,2,4,0.986146248341595,-0.1658781989346317,6871.594202898551,1.422222222222222,6806.376811594203,2.161111111111111,7090.0,1.1,22.44897959183674,7090.0,3.0,62.5,14180000.0,48.99328859060403,51.65290461267367,-2.659616022069642,1,0,0.288737610834534,0,medium
2024-04-11,8.01,10810,6000.000000000001,104.5,0.67,440.0,81.2,,2000,1300,,,,4.416868898105675,7.27,317.0,150.0,4,,,8.62,6.94,10200,425.0,10750,,,,1400,23.33333333333333,22.0,4.966666666666667,2.433333333333334,2.866666666666667,48.99328859060403,2.5,97.5,1.333333333333332,1,2.433333333333334,2.5,Normal,0,11,3,4,0.98314697372215,-0.1828169249850197,6726.666666666667,1.766666666666667,6624.710144927536,2.15,7090.0,1.766666666666667,35.81081081081081,6434.782608695653,1.4,28.0,12000000.0,62.0,52.31916965900325,9.680830340996756,1,1,-0.06601681394671777,1,high
2024-04-12,8.14,10810,5624.347826086957,104.5,0.8,440.0,103.6,,2000,1300,,,,4.411145430406444,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,24.0,23.0,5.0,3.1,2.8,62.0,2.666975881261595,97.3330241187384,1.0,1,3.1,2.666975881261595,Normal,0,12,4,4,0.9798567700958664,-0.1997015525660638,6238.115942028987,2.433333333333334,6554.855072463769,2.133333333333333,6000.000000000001,2.433333333333334,48.99328859060403,7090.0,1.1,22.44897959183674,11248695.65217391,55.55555555555555,55.841992096597295,-0.2864365410417449,0,0,0.3211866638271388,0,low
2024-04-13,8.1,10810,7090.0,104.5,0.98,480.0,103.6,,2000,1300,,,,4.400468633893829,7.85,214.0,150.0,8,,,6.16,7.03,11640,425.0,10750,,,,1400,20.0,19.0,5.4,3.0,2.4,55.55555555555555,2.115655853314527,97.88434414668548,1.0,1,3.0,2.115655853314527,Normal,0,13,5,4,0.976276611086932,-0.2165270852448144,6238.115942028987,2.844444444444445,6554.855072463768,2.133333333333333,5624.347826086957,3.1,62.0,7090.0,1.766666666666667,35.81081081081081,14180000.0,58.40707964601769,50.20577377402103,8.20130587199666,1,1,-0.05264138662133566,1,high
2024-04-14,8.035,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.405060767361923,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,25.0,23.0,5.65,3.3,2.0,58.40707964601769,2.115655853314527,97.88434414668548,2.0,1,3.3,2.115655853314527,Normal,0,14,6,4,0.9724075561219968,-0.233288544075455,6601.44927536232,3.133333333333333,6664.057971014493,2.45,7090.0,3.0,55.55555555555555,6000.000000000001,2.433333333333334,48.99328859060403,14180000.0,50.84745762711864,56.76325187969918,-5.915794252580547,1,0,0.18993828876817176,0,medium
2024-04-15,7.97,10810,6234.782608695653,104.5,0.7,480.0,103.6,,2000,1300,,,,4.417531826870635,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,18.0,16.5,5.9,3.0,2.9,50.84745762711864,2.405857740585774,97.59414225941424,1.5,1,3.0,2.405857740585774,Normal,0,15,0,4,0.9682507501166718,-0.2499809690726521,6804.927536231884,3.1,6521.521739130436,2.766666666666667,7090.0,3.3,58.40707964601769,5624.347826086957,3.1,62.0,12469565.21739131,54.23728813559322,50.621922543049735,3.6153655925434833,1,0,0.10263383662724479,0,medium
2024-04-16,8.1,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.400468633893829,7.195,297.0,150.0,8,,,6.16,7.58,9360,425.0,10750,,,,1400,20.0,19.25,5.9,3.2,2.7,54.23728813559322,2.115655853314527,97.88434414668548,0.75,1,3.2,2.115655853314527,Normal,0,16,1,4,0.9638074231367308,-0.2665994206792933,6804.927536231884,3.166666666666667,6521.521739130435,3.005555555555556,6234.782608695653,3.0,50.84745762711864,7090.0,3.0,55.55555555555555,14180000.0,57.62711864406779,57.58408477487413,0.043033869193664,0,0,0.34275785917907275,0,low
2024-04-17,8.0,10810,5408.695652173914,104.5,0.98,760.0,103.6,,2000,1300,,,,4.423022934532158,7.195,297.0,150.0,8,,,6.16,7.4,8470,425.0,10750,,,,1400,22.0,22.0,5.9,3.4,2.5,57.62711864406779,2.773311897106109,97.22668810289387,0.0,1,3.4,2.773311897106109,Normal,0,17,2,4,0.959078890034113,-0.2831389812281838,6244.492753623189,3.2,6422.971014492755,3.166666666666667,7090.0,3.2,54.23728813559322,7090.0,3.3,58.40707964601769,10817391.30434783,50.84745762711864,57.06190696509705,-6.214449337978415,1,0,0.1780411869610229,0,medium
2024-04-18,8.14,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.397642705605771,6.92,220.0,150.0,8,,,6.16,6.8,10550,425.0,10750,,,,1440,20.0,20.0,5.9,3.0,2.9,50.84745762711864,2.115655853314527,97.88434414668548,0.0,1,3.0,2.115655853314527,Normal,0,18,3,4,0.9540665500578386,-0.2995947563972604,6529.565217391305,3.2,6667.246376811595,3.15,5408.695652173914,3.4,57.62711864406779,6234.782608695653,3.0,50.84745762711864,14180000.0,54.54545454545454,50.69168652617017,3.853768019284367,1,0,0.08563684030829188,0,medium
2024-04-19,8.25,10810,3936.0,104.5,1.2,798.0,69.4,,2000,1300,,,,4.418928497518163,7.54,233.0,150.0,8,,,9.4,6.8,11580,296.0,9488,,,,1400,20.0,20.0,5.5,3.0,2.5,54.54545454545454,3.810975609756098,96.1890243902439,0.0,1,3.0,3.810975609756098,Normal,0,19,4,4,0.9487718864399474,-0.3159618766579027,5478.231884057972,3.133333333333333,6141.579710144928,3.15,7090.0,3.0,50.84745762711864,7090.0,3.2,54.23728813559322,7872000.0,54.09836065573771,50.12963446314991,3.968726192587802,1,0,0.07958942091070331,0,medium
2024-04-20,8.21,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.392697331101671,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,21.0,20.0,6.1,3.3,2.8,54.09836065573771,2.115655853314527,97.88434414668548,1.0,1,3.3,2.115655853314527,Normal,0,20,5,4,0.9431964659565866,-0.3322354987159044,6038.666666666667,3.1,6141.579710144928,3.15,3936.0,3.0,54.54545454545454,5408.695652173914,3.4,57.62711864406779,14180000.0,54.47154471544715,57.243586238322976,-2.772041522875824,1,0,0.2892494354319578,0,medium
2024-04-21,8.105,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.400115392857822,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,20.5,19.0,6.15,3.35,2.8,54.47154471544715,2.115655853314527,97.88434414668548,1.5,1,3.35,2.115655853314527,Normal,0,21,6,4,0.9373419384643772,-0.3484108069446806,6038.666666666667,3.216666666666666,6284.115942028985,3.208333333333333,7090.0,3.3,54.09836065573771,7090.0,3.0,50.84745762711864,14180000.0,54.83870967741935,57.48674527227146,-2.648035594852111,1,0,0.28627835530658213,0,medium
2024-04-22,8.0,10810,4286.956521739131,104.5,0.98,798.0,103.6,,2000,1300,,,,4.43335726558696,7.195,297.0,150.0,8,,,6.16,6.48,9300,425.0,10750,,,,1400,20.0,18.0,6.2,3.4,2.8,54.83870967741935,3.498985801217038,96.50101419878295,2.0,1,3.4,3.498985801217038,Normal,0,22,0,4,0.9312100364121948,-0.3644830148102912,6155.652173913043,3.35,5816.942028985507,3.241666666666667,7090.0,3.35,54.47154471544715,3936.0,3.0,54.54545454545454,8573913.043478262,57.62711864406779,56.905622009569264,0.7214966344985285,0,0,0.22342540485803825,0,low
2024-04-23,8.08,10810,5382.608695652174,104.5,0.98,798.0,103.6,,2000,1300,,,,4.417611411236387,7.44,210.0,150.0,8,,,6.16,6.49,12300,224.0,10588,,,,1480,20.0,19.0,5.9,3.4,2.5,57.62711864406779,2.786752827140549,97.21324717285944,1.0,1,3.4,2.786752827140549,Normal,0,23,1,4,0.9248025743285088,-0.3804473662878519,5586.521739130435,3.383333333333333,5812.594202898551,3.241666666666667,4286.956521739131,3.4,54.83870967741935,7090.0,3.3,54.09836065573771,10765217.39130435,54.83870967741935,57.42490886306667,-2.5861991856473168,1,0,0.28799556974513474,0,medium
2024-04-24,7.99,10810,7090.0,104.5,1.2,480.0,103.6,,2000,1300,,,,4.408239936685987,7.33,210.6,150.0,8,,,6.16,6.52,11990,163.0,9908,,,,1280,20.0,18.0,6.2,3.4,2.8,54.83870967741935,2.115655853314527,97.88434414668548,2.0,1,3.4,2.115655853314527,Normal,0,24,2,4,0.9181214482844364,-0.396299137268918,5586.521739130435,3.4,5812.594202898551,3.308333333333333,5382.608695652174,3.4,57.62711864406779,7090.0,3.35,54.47154471544715,14180000.0,54.99999999999999,57.43402793600154,-2.4340279360015487,1,0,0.283685101174332,0,medium
2024-04-25,8.21,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.392697331101671,7.69,182.5,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,20.0,18.0,6.0,3.3,2.7,54.99999999999999,2.115655853314527,97.88434414668548,2.0,1,3.3,2.115655853314527,Normal,0,25,3,4,0.9111686353326632,-0.4120336369594264,6520.869565217392,3.366666666666667,6338.260869565217,3.358333333333333,7090.0,3.4,54.83870967741935,4286.956521739131,3.4,54.83870967741935,14180000.0,54.83870967741935,57.43943634338361,-2.60072666596426,1,0,0.2864684895706149,0,medium
2024-04-26,7.9,10810,5373.913043478261,104.5,0.98,640.0,103.6,,2000,1300,,,,4.430408199626095,7.69,178.0,150.0,8,,,6.16,6.34,9120,206.0,7150,,,,1000,23.0,21.0,6.2,3.4,2.8,54.83870967741935,2.79126213592233,97.20873786407768,2.0,1,3.4,2.79126213592233,Normal,0,26,4,4,0.9039461929224012,-0.4276462092677742,6517.971014492753,3.366666666666667,6052.246376811595,3.375,7090.0,3.3,54.99999999999999,5382.608695652174,3.4,57.62711864406779,10747826.08695652,58.73015873015873,56.32780530872629,2.402353421432437,1,0,0.14203263865784843,0,medium
2024-04-27,7.8,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.421663096054262,7.8,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,23.0,22.0,6.3,3.7,2.6,58.73015873015873,2.115655853314527,97.88434414668548,1.0,1,3.7,2.115655853314527,Normal,0,27,5,4,0.8964562582905575,-0.4431322341826345,6517.971014492753,3.466666666666666,6052.246376811595,3.433333333333334,5373.913043478261,3.4,54.83870967741935,7090.0,3.4,54.83870967741935,14180000.0,56.4516129032258,57.33179539758476,-0.8801824943589551,0,0,0.3053454417892247,0,low
2024-04-28,7.85,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.41813068569419,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,21.0,20.0,6.2,3.5,2.7,56.4516129032258,2.115655853314527,97.88434414668548,1.0,1,3.5,2.115655853314527,Normal,0,28,6,4,0.8887010478292913,-0.458487129140088,6517.971014492753,3.533333333333334,6519.420289855072,3.450000000000001,7090.0,3.7,58.73015873015873,7090.0,3.3,54.99999999999999,14180000.0,56.4516129032258,57.42499398749387,-0.9733810842680696,0,0,0.30898634638870204,0,low
2024-04-29,7.9,10810,4513.04347826087,104.5,0.9,798.0,103.6,,2000,1300,,,,4.438339197877454,7.46,200.0,150.0,8,,,6.16,6.41,10200,425.0,10750,,,,1400,20.0,18.0,6.2,3.5,2.7,56.4516129032258,3.323699421965318,96.67630057803468,2.0,1,3.5,3.323699421965318,Normal,0,29,0,4,0.8806828564301475,-0.47370635037968,6231.014492753624,3.566666666666666,6374.492753623188,3.466666666666666,7090.0,3.5,56.4516129032258,5373.913043478261,3.4,54.83870967741935,9026086.95652174,57.62711864406779,56.84142743221679,0.7856912118510024,0,0,0.2225681400235261,0,low
2024-04-30,7.3,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.456987199654984,7.48,180.0,150.0,8,,,6.16,6.32,9650,425.0,10750,,,,1400,20.0,18.0,5.9,3.4,2.5,57.62711864406779,2.115655853314527,97.88434414668548,2.0,1,3.4,2.115655853314527,Normal,0,30,1,4,0.8724040568049614,-0.4887853942889923,6231.014492753624,3.466666666666667,6374.492753623188,3.466666666666667,4513.04347826087,3.5,56.4516129032258,7090.0,3.7,58.73015873015873,14180000.0,54.54545454545454,56.36157723855085,-1.816122693096311,1,0,0.3033374615838064,0,medium
2024-05-01,7.546666666666666,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.439560641878628,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,21.0,20.0,5.5,3.0,2.5,54.54545454545454,2.115655853314527,97.88434414668548,1.0,1,3.0,2.115655853314527,Normal,0,1,2,5,0.8638670987837351,-0.5037197987363337,6231.014492753624,3.3,6374.492753623188,3.416666666666667,7090.0,3.4,57.62711864406779,7090.0,3.5,56.4516129032258,14180000.0,55.93220338983051,50.95251482536739,4.979688564463125,1,0,0.041666201241826406,0,medium
2024-05-02,7.793333333333333,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.422134084102272,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,20.0,19.0,5.9,3.3,2.6,55.93220338983051,2.115655853314527,97.88434414668548,1.0,1,3.3,2.115655853314527,Normal,0,2,3,5,0.8550745085896932,-0.518505144391157,7090.0,3.233333333333333,6660.507246376812,3.4,7090.0,3.0,54.54545454545454,4513.04347826087,3.5,56.4516129032258,14180000.0,56.89655172413794,57.853907496012646,-0.9573557718747026,0,0,0.31035710488085616,0,low
2024-05-03,8.04,6180,7090.0,104.5,0.9,798.0,51.8,,2000,1300,,,,4.375612314584364,7.29,184.2,150.0,8,,,6.16,6.99,10890,425.0,10750,,,,1400,20.0,19.0,5.8,3.3,2.5,56.89655172413794,2.115655853314527,97.88434414668548,1.0,1,3.3,2.115655853314527,Normal,0,3,4,5,0.8460288880917337,-0.5331370560318094,7090.0,3.2,6660.507246376812,3.333333333333333,7090.0,3.3,55.93220338983051,7090.0,3.4,57.62711864406779,14180000.0,57.14285714285715,57.8599649375964,-0.7171077947392419,0,0,0.3070929806409306,0,low
2024-05-04,7.29,6960,7090.0,104.5,0.98,1760.0,103.6,,2000,1300,,,,4.433500039134132,7.32,177.4,150.0,16,,,6.16,6.74,11070,888.0,10750,,,,2240,20.0,19.0,6.3,3.6,2.7,57.14285714285715,2.115655853314527,97.88434414668548,1.0,1,3.6,2.115655853314527,Normal,0,4,5,5,0.8367329140344921,-0.5476112038402312,7090.0,3.4,6660.507246376812,3.35,7090.0,3.3,56.89655172413794,7090.0,3.0,54.54545454545454,14180000.0,55.88235294117647,57.321582365003295,-1.4392294238268235,1,0,0.295600233129024,0,medium
2024-05-05,7.675000000000001,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.430494121954442,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,22.0,21.0,6.8,3.8,3.0,55.88235294117647,2.115655853314527,97.88434414668548,1.0,1,3.8,2.115655853314527,Normal,0,5,6,5,0.8271893372462497,-0.5619233046832195,7090.0,3.566666666666666,7090.0,3.4,7090.0,3.6,57.14285714285715,7090.0,3.3,55.93220338983051,14180000.0,56.92307692307692,56.9836402756461,-0.0605633525691828,0,0,0.3460941897261669,0,low
2024-05-06,8.06,6840,7090.0,104.5,0.98,1080.0,57.4,,2000,1300,,,,4.378346832027684,7.17,202.9,150.0,8,,,6.16,6.74,12300,782.0,11640,,,,2280,21.0,20.0,6.5,3.7,2.8,56.92307692307692,2.115655853314527,97.88434414668548,1.0,1,3.7,2.115655853314527,Normal,0,6,0,5,0.8174009818249192,-0.5760691233798755,7090.0,3.7,7090.0,3.45,7090.0,3.8,55.88235294117647,7090.0,3.3,56.89655172413794,14180000.0,55.55555555555556,57.965034429508,-2.4094788739524446,1,0,0.2853918622086792,0,medium
2024-05-07,8.02,7010,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.382241051027634,7.89,254.0,165.1,4,,,6.16,6.88,11840,672.0,9520,,,,1400,21.0,20.0,6.3,3.5,2.8,55.55555555555556,2.328631875881523,97.67136812411847,1.0,1,3.5,2.328631875881523,Normal,0,7,1,5,0.8073707443023492,-0.5900444739548627,7090.0,3.666666666666667,7090.0,3.533333333333333,7090.0,3.7,56.92307692307692,7090.0,3.6,57.14285714285715,14180000.0,54.09836065573771,57.51857452975866,-3.420213874020952,1,0,0.2601522772861829,0,medium
2024-05-08,8.16,5760,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.364495223255514,7.9,250.0,150.0,8,,,6.16,6.74,12900,425.0,10750,,,,1400,22.0,21.0,6.1,3.3,2.8,54.09836065573771,2.115655853314527,97.88434414668548,1.0,1,3.3,2.115655853314527,Normal,0,8,2,5,0.7971015927871941,-0.6038452208771038,7090.0,3.5,7090.0,3.533333333333333,7090.0,3.5,55.55555555555556,7090.0,3.8,55.88235294117647,14180000.0,55.17241379310344,57.95442487603598,-2.782011082932541,1,0,0.2896143324587156,0,medium
2024-05-09,7.92,6060,7090.0,104.5,1.29,1400.0,103.6,,2000,1300,,,,4.383336011887201,6.91,169.4,150.0,8,,,6.16,6.26,11720,158.0,11110,,,,2920,23.0,22.0,5.8,3.2,2.6,55.17241379310344,2.115655853314527,97.88434414668548,1.0,1,3.2,2.115655853314527,Normal,0,9,3,5,0.7865965660866019,-0.6174672802835517,7090.0,3.333333333333333,7090.0,3.516666666666667,7090.0,3.3,54.09836065573771,7090.0,3.7,56.92307692307692,14180000.0,53.84615384615385,57.9690050203207,-4.122851174166854,1,0,0.24654181003865022,0,medium
2024-05-10,7.94,5670,5216.0,104.5,1.44,760.0,103.6,,2000,1300,,,,4.396737004917824,7.4,181.2,150.0,16,,,3.92,7.03,9850,374.0,8870,,,,1560,24.0,22.5,6.5,3.5,3.0,53.84615384615385,2.875766871165644,97.12423312883436,1.5,1,3.5,2.875766871165644,Normal,0,10,4,5,0.7758587728069828,-0.6309066211876704,6465.333333333333,3.333333333333333,6777.666666666667,3.5,7090.0,3.2,55.17241379310344,7090.0,3.5,55.55555555555556,10432000.0,59.01639344262296,57.10951210095939,1.9068813416635704,1,0,0.1674983805121366,0,medium
2024-05-11,7.9275,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.412655449636079,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,20.0,18.0,6.1,3.6,2.5,59.01639344262296,2.115655853314527,97.88434414668548,2.0,1,3.6,2.115655853314527,Normal,0,11,5,5,0.7648913904341225,-0.6441592666722685,6465.333333333333,3.433333333333334,6777.666666666667,3.466666666666667,5216.0,3.5,53.84615384615385,7090.0,3.3,54.09836065573771,14180000.0,51.61290322580645,57.41322023493066,-5.800317009124214,1,0,0.20788813538284456,0,medium
2024-05-12,7.915,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.413538552226096,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,22.0,20.0,6.2,3.2,3.0,51.61290322580645,2.115655853314527,97.88434414668548,2.0,1,3.2,2.115655853314527,Normal,0,12,6,5,0.753697664392914,-0.6572212950663319,6465.333333333333,3.433333333333334,6777.666666666667,3.383333333333333,7090.0,3.6,59.01639344262296,7090.0,3.2,55.17241379310344,14180000.0,57.37704918032788,57.33953887243351,0.0375103078943723,0,0,0.34275785917907275,0,low
2024-05-13,7.9025,10810,7090.0,104.5,0.98,798.0,103.6,,2000,1300,,,,4.414421654816114,7.195,297.0,150.0,8,,,6.16,6.855,15125,425.0,10750,,,,1400,20.0,18.0,6.1,3.5,2.6,57.37704918032788,2.115655853314527,97.88434414668548,2.0,1,3.5,2.115655853314527,Normal,0,13,0,5,0.742280907086982,-0.6700888411055113,7090.0,3.433333333333334,6777.666666666667,3.383333333333333,7090.0,3.2,51.61290322580645,5216.0,3.5,53.84615384615385,14180000.0,53.2258064516129,57.84832504240386,-4.622518590790968,1,0,0.2377079006624579,0,medium
2024-05-14,7.89,6790,7090.0,104.5,1.71,798.0,46.2,,2000,1300,,,,4.390042824101372,7.15,177.1,150.0,8,,,6.16,6.12,12370,864.0,11910,,,,1960,20.0,18.0,6.2,3.3,2.9,53.2258064516129,2.115655853314527,97.88434414668548,2.0,1,3.3,2.115655853314527,Normal,0,14,1,5,0.7306444969184916,-0.6827580970759147,7090.0,3.333333333333333,6777.666666666667,3.383333333333333,7090.0,3.5,57.37704918032788,7090.0,3.6,59.01639344262296,14180000.0,56.4516129032258,57.687998088655895,-1.236385185430095,1,0,0.3036154407925855,0,medium
